Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
23.2.1,True,False,True,547376,137,Egyptian Art,1923,"Bracelet, Agathodaimon, Isis-Tyche, Aphrodite, Thermouthis","Bracelet with Agathodaimon, Isis-Tyche, Aphrodite, and Thermouthis",,Roman Period,,,,,,,,,,,,,,,,,1st century B.C.–A.D. 1st century,-99,100,Gold,1 9/16 x 2 3/16 in. (4 x 5.5 cm),"Rogers Fund, 1923",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547376,https://www.wikidata.org/wiki/Q29385894,,"Metropolitan Museum of Art, New York, NY",Snakes,http://vocab.getty.edu/page/aat/300250870,https://www.wikidata.org/wiki/Q2102
26.7.996,True,False,True,547556,134,Egyptian Art,1926,"Inlay, Falcon, Golden Horus","Inlay Depicting ""Horus of Gold""",,Late Period–Ptolemaic Period,,,,,,,,,,,,,,,,,4th century B.C.,-399,-300,Faience,H. 15.6 cm (6 1/8 in.); W. 1.2 cm (1/2 in.); L. 12.9 cm (5 1/16 in.),"Purchase, Edward S. Harkness Gift, 1926",From|Possibly from,,|,,Egypt,Middle Egypt,Hermopolis (Ashmunein; Khemenu),,,,,,,http://www.metmuseum.org/art/collection/search/547556,https://www.wikidata.org/wiki/Q29385896,,"Metropolitan Museum of Art, New York, NY",Falcons|Horus,http://vocab.getty.edu/page/aat/300250051|http://vocab.getty.edu/page/ia/901001076,https://www.wikidata.org/wiki/Q43489|https://www.wikidata.org/wiki/Q84122
36.3.252,True,False,True,547684,116,Egyptian Art,1936,"Ostracon, figured, grid, Senenmut",Artist's Gridded Sketch of Senenmut,,New Kingdom,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,,,,,,,,,,,,,,,ca. 1479–1458 B.C.,-1479,-1458,"Limestone, ink",h. 22.5 cm (8 7/8 in); w. 18 cm (7 1/16 in); th. 3.3 cm (1 3/8 in),"Rogers Fund, 1936",From,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,"Radim below entrance,Tomb of Senenmut (TT 71)",,"MMA excavations, 1935–36",,,,http://www.metmuseum.org/art/collection/search/547684,https://www.wikidata.org/wiki/Q29385898,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
68.58,True,False,True,547687,116,Egyptian Art,1968,"Chair, Reniseneb",Chair of Reniseneb,,New Kingdom,Dynasty 18,,,,,,,,,,,,,,,,ca. 1450 B.C.,-1450,-1450,"Wood, ebony, ivory",h. 86.2 cm (33 15/16 in),"Purchase, Patricia R. Lassalle Gift, 1968",From,,,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/547687,https://www.wikidata.org/wiki/Q29385901,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762
2003.154,True,True,True,547689,136,Egyptian Art,2003,"Statuette, Ritual Figure",Ritual Figure,,Late Period or Early Ptolemaic Period,Dynasty 30 or later,,,,,,,,,,,,,,,,380–246 B.C.,-380,-246,"Wood, formerly clad with lead sheet",H. 20.8 × W. 14.5 × D. 11 cm (8 3/16 × 5 11/16 × 4 5/16 in.); H. (with tang): 23.3 cm (9 3/16 in.),"Purchase, Anne and John V. Hansen Egyptian Purchase Fund, and Magda Saleh and Jack Josephson Gift, 2003",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547689,https://www.wikidata.org/wiki/Q29385903,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
2005.363,True,True,True,547692,121,Egyptian Art,2005,"Head, Amarna princess",Head of a princess from a group statue,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1352–1336 B.C.,-1352,-1336,Quartzite,H. 14 cm (5 1/2 in.); W. 12.4 cm (4 7/8 in.); D. 16.2 cm (6 3/8 in.),"Purchase, Lila Acheson Wallace Gift, 2005",From|Possibly from,,|,,Egypt,Middle Egypt,Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/547692,https://www.wikidata.org/wiki/Q29385905,,"Metropolitan Museum of Art, New York, NY",Princesses|Heads|Women,http://vocab.getty.edu/page/aat/300155241|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q863048|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q467
07.228.27,True,False,True,547694,125,Egyptian Art,1907,"Block statue, Djedkhonsuefankh","Block Statue of a Prophet of Montu and Scribe Djedkhonsuefankh, son of Khonsumes and Taat",,"Late Period, Kushite–Saite",Dynasty 25–26,,,,,,,,,,,,,,,,690–610 B.C.,-690,-690,Gabbro,h. 30.7 cm (12 1/16 in),"Rogers Fund, 1907",From|Made for,,|,,Egypt,"Upper Egypt, Thebes",Luxor,,,,,,,http://www.metmuseum.org/art/collection/search/547694,https://www.wikidata.org/wiki/Q29385907,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762
38.10,True,True,True,547699,134,Egyptian Art,1938,Head of a statue of Arsinoe II,Head Attributed to Arsinoe II,,Ptolemaic Period,,reign of Ptolemy II and Arsinoe II,,,,,,,,,,,,,,,278–270 B.C.,-278,-270,Limestone (Indurated),H. 12 cm (4 3/4 in); W. 9 cm (3 9/16 in); D. 9 cm (3 9/16 in),"Gift of Abby Aldrich Rockefeller, 1938",From,,,,Egypt,Memphite Region,Abu Rawash,,,IFAO excavations 1922-1923,,,,http://www.metmuseum.org/art/collection/search/547699,https://www.wikidata.org/wiki/Q29385909,,"Metropolitan Museum of Art, New York, NY",Heads|Women,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q467
2000.62,True,False,True,547704,124,Egyptian Art,2000,"Head, goddess",Head of a goddess,,"New Kingdom, Ramesside",Dynasty 19,reign of Seti I–Ramesses II,,,,,,,,,,,,,,,ca. 1295–1270 B.C.,-1295,-1270,quartzite,H. 16 × W. 11.3 × D. 8 cm (6 5/16 × 4 7/16 × 3 1/8 in.),"Purchase, Lila Acheson Wallace Gift, 2000",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547704,https://www.wikidata.org/wiki/Q29385911,,"Metropolitan Museum of Art, New York, NY",Heads,http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q3409626
1989.281.98,True,True,True,547771,125,Egyptian Art,1989,"Amulet, Ram's head",Ram's-head  Amulet,,Third Intermediate Period,Dynasty 25 (Kushite),,,,,,,,,,,,,,,,ca. 712–664 B.C.,-712,-712,Gold,"H. 4.2 × W. 3.6 × D. 2 cm, 65g (1 5/8 × 1 7/16 × 13/16 in., 2.293oz.)","Gift of Norbert Schimmel Trust, 1989",From|Possibly from,,|,,Egypt and Sudan,Nubia,,,,,,,,http://www.metmuseum.org/art/collection/search/547771,https://www.wikidata.org/wiki/Q29385913,,"Metropolitan Museum of Art, New York, NY",Rams,http://vocab.getty.edu/page/aat/300250287,https://www.wikidata.org/wiki/Q2929800
1995.21,True,True,True,547772,118,Egyptian Art,1995,"Statuette, kneeling king, Thutmose III",Ritual Statuette of Thutmose III,,New Kingdom,Dynasty 18,reign of Thutmose III,,,,,,,,,,,,,,,ca. 1479–1425 B.C.,-1479,-1425,"Black bronze, gold inlay",h. 13.1 cm (5 1/8 in) [16.2 cm (6 3/8 in) with tang]; w. 6.0 cm (2 3/8 in); d. 7.6 cm (3 in),"Purchase, Edith Perry Chapman Fund and Malcolm Hewitt Wiener Foundation Inc. Gift, 1995",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547772,https://www.wikidata.org/wiki/Q29385916,,"Metropolitan Museum of Art, New York, NY",Kings|Men,http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q8441
66.99.134,True,True,True,547773,134,Egyptian Art,1966,"Head, Ptolemy II or III",Head of Ptolemy II or III,,Ptolemaic Period,,reign of Ptolemy III Euergetes I,,,,,,,,,,,,,,,246–222 B.C.,-246,-222,Black bronze,H. 6.5 cm (2 9/16 in.); W. 3.5 cm (1 3/8 in.); D. 4.6 cm (1 13/16 in.),"Purchase, Fletcher Fund and The Guide Foundation Inc. Gift, 1966",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547773,https://www.wikidata.org/wiki/Q29385918,,"Metropolitan Museum of Art, New York, NY",Kings|Heads|Men,http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441
1997.375,True,True,True,547775,119,Egyptian Art,1997,"Head, Hippopotamus",Head of a Hippopotamus,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,Travertine (Egyptian alabaster) with traces of gesso and red pigment,H. 14 cm (5 1/2 in); W. 12.2 cm (4 13/16 in); D. from back to jaw 15.2 cm (6 in),"Purchase, Harris Brisbane Dick Fund, Lila Acheson Wallace Gift, Gift of Henry Walters, by exchange, Ludlow Bull Fund, Beatrice Cooper Gift, and funds from various donors, 1997",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547775,https://www.wikidata.org/wiki/Q29385920,,"Metropolitan Museum of Art, New York, NY",Hippos,http://vocab.getty.edu/page/aat/300258403,https://www.wikidata.org/wiki/Q34505
19.2.15,True,False,True,547777,119,Egyptian Art,1919,"Statue, god",Male god,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,Granodiorite,Height: 91.8 cm (36 1/8 in.),"Rogers Fund, 1919 (19.2.15); Fletcher Fund, 1996 (1996.362)
",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547777,https://www.wikidata.org/wiki/Q29385922,,"Metropolitan Museum of Art, New York, NY",,,
68.154,True,True,True,547802,131,Egyptian Art,1968,"Temple, Dendur",The Temple of Dendur,,Roman Period,,reign of Augustus Caesar,,,,,,,,,,,,,,,completed by 10 B.C.,-10,-10,Aeolian sandstone,Temple proper: H. 6.40 m (21 ft.); W. 6.40 m (21 ft.); L. 12.50 m (41 ft.); Gate: H. 8.08 m (26.5 ft.); W. × 3.66 m (12 ft.); D. 3.35 m (11 ft.),"Given to the United States by Egypt in 1965 and awarded to The Metropolitan Museum of Art in 1967

",From,,,,Egypt,Nubia,Dendur,West bank of the Nile River,50 miles South of Aswan,,,,,http://www.metmuseum.org/art/collection/search/547802,https://www.wikidata.org/wiki/Q1186970,,"Metropolitan Museum of Art, New York, NY",,,
49.121.1,True,True,True,547900,134,Egyptian Art,1949,"Necklace, broad collar, miniature",Miniature broad collar,,early Ptolemaic Period,,,,,,,,,,,,,,,,,332–246 B.C.,-332,-246,"Gold, carnelian, turquoise, lapis lazuli",H. 8.6 cm (3 3/8 in.); W. 10.3 cm (4 1/16 in.),"Harris Brisbane Dick Fund, 1949",From|Probably from,,|,,Egypt,Eastern Delta,Tukh el-Qaramus,,,,,,,http://www.metmuseum.org/art/collection/search/547900,https://www.wikidata.org/wiki/Q29385925,,"Metropolitan Museum of Art, New York, NY",Lotuses,http://vocab.getty.edu/page/aat/300375570,https://www.wikidata.org/wiki/Q3645698
29.2.3,True,True,True,547904,128,Egyptian Art,1929,"Statuette, Bes-image, Hor-Asha-Khet",Bes-image of the god Hor-Asha-Khet,,Late Period–Ptolemaic Period,,,,,,,,,,,,,,,,,4th–2nd century B.C.,-399,-100,"Bronze; gold, electrum, auriferous-silver, copper and copper-alloy inlays",H. 16.8 cm (6 5/8 in.) [20 cm (7 7/8 in.) with tang]; W. 9.6 cm (3 3/4 in.); D. 6.7 cm (2 5/8 in.),"Rogers Fund, 1929",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547904,https://www.wikidata.org/wiki/Q29385927,,"Metropolitan Museum of Art, New York, NY",Bes|Gods,http://vocab.getty.edu/page/ia/901002085|http://vocab.getty.edu/page/aat/300343851,https://www.wikidata.org/wiki/Q188931|https://www.wikidata.org/wiki/Q178885
18.9.2,True,True,True,547951,138,Egyptian Art,1918,"Panel painting, Eutyches",Portrait of the Boy Eutyches,,Roman Period,,,,,,,,,,,,,,,,,A.D. 100–150,100,150,Encaustic on wood,h. 38 cm (14 15/16 in); w. 19 cm (7 1/2 in),"Gift of Edward S. Harkness, 1918",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547951,https://www.wikidata.org/wiki/Q29385931,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307
07.230.2,True,True,True,548212,104,Egyptian Art,1907,"Relief, Temple wall, Mentuhotep II",Relief of Nebhepetre Mentuhotep II and the Goddess Hathor,,Middle Kingdom,Dynasty 11,late reign of Mentuhotep II,,,,,,,,,,,,,,,ca. 2010–2000 B.C.,-2010,-2000,"Limestone, paint",H. 36 cm (14 3/16 in); W. 98 cm (38 9/16 in),"Gift of Egypt Exploration Fund, 1907",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Temple of Mentuhotep II,,"Egypt Exploration Fund excavations, 1907",,,,http://www.metmuseum.org/art/collection/search/548212,https://www.wikidata.org/wiki/Q29385933,,"Metropolitan Museum of Art, New York, NY",Kings|Hieroglyphs|Hathor,http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/ia/901001394,https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q133343
12.187.31,True,True,True,548230,134,Egyptian Art,1912,"Head fragment, Ptolemy II",Face attributed to Ptolemy II Philadelphos or a contemporary,,Ptolemaic Period,Ptolemaic Dynasty,reign of Ptolemy II Philadelphos,,,,,,,,,,,,,,,285–246 B.C.,-285,-246,Greywacke,H. 16.2 cm (6 3/8 in.); W. 10.8 cm (4 1/4 in.); D. 6 cm (2 3/8 in.),"Gift of The Egyptian Research Account and British School of Archaeology in Egypt, 1912",From,,,,Egypt,Memphite Region,Heliopolis (Iunu; On),Near the obelisk,,BSAE excavations 1912,,,,http://www.metmuseum.org/art/collection/search/548230,https://www.wikidata.org/wiki/Q29385935,,"Metropolitan Museum of Art, New York, NY",,,
"25.3.182a, b",True,False,True,548264,126,Egyptian Art,1925,"Outer coffin, Singer of Amun-Re, Henettawy F; D21-Nested-Coffins",Outer Coffin of the Chantress of Amun-Re Henettawy,,Third Intermediate Period,late Dynasty 21,,,,,,,,,,,,,,,,ca. 1000–945 B.C.,-1000,-945,"Wood, gesso, paint, varnish",L. 203 cm (79 15/16 in.),"Rogers Fund, 1925",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Tomb of Henettawy F (MMA 59),,"MMA excavations, 1923–24",,,,http://www.metmuseum.org/art/collection/search/548264,https://www.wikidata.org/wiki/Q29385937,,"Metropolitan Museum of Art, New York, NY",D21-Coffins|Hieroglyphs|Anubis|Horus|Isis|Coffins, |http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/ia/901000707|http://vocab.getty.edu/page/ia/901001076|http://vocab.getty.edu/page/ia/901000704|http://vocab.getty.edu/page/aat/300197585, |https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q47534|https://www.wikidata.org/wiki/Q84122|https://www.wikidata.org/wiki/Q79876|https://www.wikidata.org/wiki/Q184418
55.121.5,True,True,True,548310,136,Egyptian Art,1955,Statuette of Isis with the Horus child,The Goddess Isis and her Son Horus,,Ptolemaic Period,,,,,,,,,,,,,,,,,332–30 B.C.,-332,-30,Faience,H. 17 cm (6 11/16 in); W. 5.1 cm (2 in.); D. 7.7 cm (3 1/16 in.),"Purchase, Joseph Pulitzer Bequest Fund, 1955

",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/548310,https://www.wikidata.org/wiki/Q29385942,,"Metropolitan Museum of Art, New York, NY",Nursing|Horus|Isis,http://vocab.getty.edu/page/aat/300379905|http://vocab.getty.edu/page/ia/901001076|http://vocab.getty.edu/page/ia/901000704,https://www.wikidata.org/wiki/Q174876|https://www.wikidata.org/wiki/Q84122|https://www.wikidata.org/wiki/Q79876
23.3.468,True,True,True,548338,127,Egyptian Art,1923,"Relief, Tomb of Nespekashuty (63 parts)",Reliefs from the Tomb of Nespekashuty,,"Late Period, Saite",Dynasty 26,reign of Psamtik I,,,,,,,,,,,,,,,656–610 B.C.,-656,-610,"Limestone, paint","as displayed: L. 303 × H. 127 × Th. 10 cm (9 ft. 11 5/16 in. × 50 in. × 3 15/16 in.)
main section of relief as displayed: L. 245 × H. 106.5 × Th. 10 cm (96 7/16 × 41 15/16 × 3 15/16 in.)","Rogers Fund, 1923",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,"Tomb of Nespekashuty (TT 312, MMA 509)",bottom of west wall of outer hall,"MMA excavations, 1922–23",,,,http://www.metmuseum.org/art/collection/search/548338,https://www.wikidata.org/wiki/Q29385944,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs|Funerals|Boats|Food,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300069162|http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300254496,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q201676|https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q2095
26.7.971,True,True,True,548339,125,Egyptian Art,1926,"Chalice, cup, lotiform, relief",Lotiform Chalice,,Third Intermediate Period,Dynasty 22-25,,,,,,,,,,,,,,,,ca. 945–664 B.C.,-945,-664,"Faience

",H. 14.5 cm (5 11/16 in.),"Purchase, Edward S. Harkness Gift, 1926",From|Said to be from,,|,,Egypt,Middle Egypt,Tuna el-Gebel region,,,,,,,http://www.metmuseum.org/art/collection/search/548339,https://www.wikidata.org/wiki/Q29385948,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Bulls|Fish|Lotuses,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300266085|http://vocab.getty.edu/page/aat/300375570,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q693690|https://www.wikidata.org/wiki/Q152|https://www.wikidata.org/wiki/Q3645698
30.8.57,True,False,True,548343,119,Egyptian Art,1930,"Shabti, Yuya",Shabti of Yuya,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,"Cedar, paint, Egyptian blue",H. 28.5 cm (11 1/4 in.); w. at elbows 7.8 cm (3 1/16 in.); d. at foot 5.4 cm (2 1/8 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb of Yuya and Tjuyu (KV 46),,"Davis/Quibell & Weigall excavations, 1905",,,,http://www.metmuseum.org/art/collection/search/548343,https://www.wikidata.org/wiki/Q29385950,,"Metropolitan Museum of Art, New York, NY",,,
30.3.31,True,True,True,548344,126,Egyptian Art,1930,"Papyrus, funerary, Book of the Dead, Nauny",Book of the Dead for the Chantress of Amun Nauny,,Third Intermediate Period,Dynasty 21,reign of Psusennes I-II,,,,,,,,,,,,,,,ca. 1050 B.C.,-1050,-1050,"Papyrus, paint",L. 521.5 cm (206 5/16 in); H. 35 cm (13 3/4 in),"Rogers Fund, 1930",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,"Tomb of Meritamun (TT 358, MMA 65)","first corridor, inside Osiris figure","MMA excavations, 1928–29",,,,http://www.metmuseum.org/art/collection/search/548344,https://www.wikidata.org/wiki/Q29385952,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs|Anubis|Horus|Isis,http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/ia/901000707|http://vocab.getty.edu/page/ia/901001076|http://vocab.getty.edu/page/ia/901000704,https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q47534|https://www.wikidata.org/wiki/Q84122|https://www.wikidata.org/wiki/Q79876
1996.91,True,True,True,548360,128,Egyptian Art,1996,"Statue, torso, striding general",Torso of a High General,,Late Period,,,,,,,,,,,,,,,,,4th century B.C.,-399,-300,Meta-greywacke,"H. 69.9 cm (24 1/2 in.), W. 32.8 cm (12 15/16 in.), D. 27.0 cm (10 5/8 in.)","Purchase, Lila Acheson Wallace Gift, Gift of Henry Walters, by exchange, Asher B. Edelman Gift, Judith and Russell Carson Gift, Ernest L. Folk III Bequest, Ludlow Bull Fund, and funds from various donors, 1996",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/548360,https://www.wikidata.org/wiki/Q29385954,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762
26.2.47,True,False,True,548584,119,Egyptian Art,1926,"Cosmetic Spoon, Swimming Woman, Gazelle",Cosmetic Spoon in the Shape of Swimming Woman Holding a Dish,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1390,"Travertine (Egyptian alabaster), steatite",L. 22.5 cm (8 7/8 in),"Rogers Fund, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/548584,https://www.wikidata.org/wiki/Q29385956,,"Metropolitan Museum of Art, New York, NY",Animals|Women|Swimming|Cosmetic Tools,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300239495| ,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q31920| 
2007.24,True,True,True,549169,127,Egyptian Art,2007,"Statuette, Ptah",Cult Image of the God Ptah,,Third Intermediate Period–early Dynasty 26,,,,,,,,,,,,,,,,,ca. 945–600 B.C.,-945,-945,Lapis lazuli,Height of figure 5.2 cm (2 1/16 in); w. 1.8 cm (11/16 in); d. 1.1 cm (7/16 in.); Height of dais 0.4 cm (3/16 in); w 1.0 cm (3/8 in); d 1.6 cm (5/8 in),"Anne and John V. Hansen Egyptian Purchase Fund, 2007",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/549169,https://www.wikidata.org/wiki/Q29385958,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
