Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
62.265,True,False,True,39326,240,Asian Art,1962,Figure,,India (Tamil Nadu),Chola period (880–1279),,,,,,,,,,,,,,,,,ca. third quarter of the 10th century,941,985,Copper alloy,H. 33 3/4 in. (85.7 cm),"Purchase, John D. Rockefeller 3rd Gift, 1962",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/39326,https://www.wikidata.org/wiki/Q116320647,,"Metropolitan Museum of Art, New York, NY",Vishnu|Hinduism,http://vocab.getty.edu/page/ia/901000395|http://vocab.getty.edu/page/aat/300073727,https://www.wikidata.org/wiki/Q11380|https://www.wikidata.org/wiki/Q9089
1987.80.1,True,True,True,39328,240,Asian Art,1987,Figure,,Indian (Tamil Nadu),Chola period (880–1279),,,,,,,,,,,,,,,,,ca. 11th century,1050,1150,Copper alloy,H. 26 7/8 in. (68.3 cm); Diam. 22 1/4 in. (56.5 cm),"Gift of R. H. Ellsworth Ltd., in honor of Susan Dillon, 1987",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/39328,https://www.wikidata.org/wiki/Q83562179,,"Metropolitan Museum of Art, New York, NY",Dancing|Shiva,http://vocab.getty.edu/page/aat/300389779|http://vocab.getty.edu/page/ia/901000021,https://www.wikidata.org/wiki/Q43393537|https://www.wikidata.org/wiki/Q11378
1982.220.8,True,True,True,39331,240,Asian Art,1982,Figure,,"India (Tamil Nadu, Pudukkottai and Tanjavur districts)",Chola period (880–1279),,,,,,,,,,,,,,,,,early 12th century,1100,1133,Copper alloy,H. 17 1/2 in. (44.5 cm); W. 11 13/16 in. (30 cm); D. 10 7/8 in. (27.6 cm),"Purchase, Lita Annenberg Hazen Charitable Trust Gift, in honor of Cynthia Hazen and Leon B. Polsky, 1982",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/39331,https://www.wikidata.org/wiki/Q83562181,,"Metropolitan Museum of Art, New York, NY",Mothers|Krishna|Nursing,http://vocab.getty.edu/page/aat/300025932|http://vocab.getty.edu/page/ia/901000876|http://vocab.getty.edu/page/aat/300379905,https://www.wikidata.org/wiki/Q7560|https://www.wikidata.org/wiki/Q42891|https://www.wikidata.org/wiki/Q174876
1970.297,True,False,True,39345,237,Asian Art,1970,Figure,,"India, Ancient kingdom of Kashmir",,,,,,,,,,,,,,,,,,9th century,9,9,Brass,H.  20 3/8 in. x W.  9 in.  (51.8cm  x 22.9 cm); D. (from hands) 3 in. (7.6 cm),"Gift of Ben Heller, 1970",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/39345,https://www.wikidata.org/wiki/Q116374365,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha|Kashmir,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950|http://vocab.getty.edu/page/aat/300018817,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055| 
1974.273,True,False,True,39346,237,Asian Art,1974,Figure,,Pakistan (Swat Valley),,,,,,,,,,,,,,,,,,7th century,600,699,"Bronze inlaid with silver and copper

",H. 8 3/4 in. (22.2 cm); W. 5 3/4 in. (14.6 cm); D. 4 1/8 in. (10.5 cm),"Harris Brisbane Dick and Fletcher Funds, 1974",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/39346,https://www.wikidata.org/wiki/Q116318368,,"Metropolitan Museum of Art, New York, NY",Buddhism|Avalokiteshvara|Swat Valley|Bodhisattvas,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/ia/901000085|http://vocab.getty.edu/page/aat/300018848|http://vocab.getty.edu/page/aat/300264360,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q193849| |https://www.wikidata.org/wiki/Q178149
1992.199,True,False,True,39426,247,Asian Art,1992,Arm band,,Indonesia (Java),Central or Eastern Javanese period,,,,,,,,,,,,,,,,,first quarter of the 10th century,900,925,Gold,H. 2 1/4 in. (5.7 cm); W. 3 in. (7.6 cm),"Purchase, Friends of Asian Art Gifts, 1992",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/39426,https://www.wikidata.org/wiki/Q116395165,,"Metropolitan Museum of Art, New York, NY",,,
1997.34.1,True,True,True,39496,233,Asian Art,1997,Vessel,새 모양 토기 삼국|鳥形土器	三國|Bird-shaped vessel,Korea,Three Kingdoms period (57 B.C.–A.D. 676),,,,,,,,,,,,,,,,,3rd century,200,299,Earthenware,H. 12 7/8 in. (32.7 cm); W. 4 1/2 in. (11.4 cm); L. 13 7/8 in. (35.2 cm),"Purchase, Lila Acheson Wallace Gift, 1997",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/39496,https://www.wikidata.org/wiki/Q83562194,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
18.56.36,True,True,True,39649,204,Asian Art,1918,Bowl,,China,Five Dynasties (907–960),,,,,,,,,,,,,,,,,10th century,900,960,"Stoneware with carved and incised decoration under celadon glaze (Yue ware)

",H. 4 1/2 in. (11 .4 cm); Diam. 10 5/8 in. (27 cm),"Rogers Fund, 1918",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/39649,https://www.wikidata.org/wiki/Q29383290,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
37.191.1,True,True,True,39666,202,Asian Art,1937,Jar,,China,"Ming dynasty (1368–1644), Xuande mark and period (1426–35)",,,,,,,,,,,,,,,,,early 15th century,1400,1433,"Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware)

",H. 19 in. (48.3 cm); Diam. 19 in. (48.3 cm),"Gift of Robert E. Tod, 1937",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/39666,https://www.wikidata.org/wiki/Q29383294,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
1975.268.155,True,True,True,39707,227,Asian Art,1975,Figure,蔵王権現立像|Zaō Gongen,Japan,Heian period (794–1185),,,,,,,,,,,,,,,,,11th century,1000,1099,Gilt bronze with incised decoration,H. 13 5/8 in. (34.6 cm); W. 7 1/8 in. (18.1 cm); D. 3 9/16 in. (9 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/39707,https://www.wikidata.org/wiki/Q29383301,,"Metropolitan Museum of Art, New York, NY",Deities,http://vocab.getty.edu/page/aat/300343850,https://www.wikidata.org/wiki/Q178885
1998.213,True,True,True,40001,250,Asian Art,1998,Dish,,Vietnam,,,,,,,,,,,,,,,,,,15th–16th century,1400,1599,Stoneware with underglaze cobalt-blue decoration,Diam. 14 1/4 in. (36.2 cm),"Purchase, Friends of Asian Art Gifts, 1998",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/40001,https://www.wikidata.org/wiki/Q83562243,,"Metropolitan Museum of Art, New York, NY",Elephants,http://vocab.getty.edu/page/aat/300250160,https://www.wikidata.org/wiki/Q7378
1998.544.56,True,False,True,40118,247,Asian Art,1998,Weapon Handle,,Indonesia (Java),Eastern Javanese period,,,,,,,,,,,,,,,,,early 9th–14th century,800,1399,Gold,H. 2 1/8 in. (5.5 cm),"The Samuel Eilenberg-Jonathan P. Rosen Collection of Indonesian Gold, Bequest of Samuel Eilenberg and Gift of Jonathan P. Rosen, 1998",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/40118,https://www.wikidata.org/wiki/Q116314783,,"Metropolitan Museum of Art, New York, NY",Hilts,http://vocab.getty.edu/page/aat/300037119,https://www.wikidata.org/wiki/Q1593696
1998.544.5,True,False,True,40123,247,Asian Art,1998,Plaque,,Indonesia (Java),Majapahit period (1296–1520),,,,,,,,,,,,,,,,,14th century,1300,1399,Gold,3 x 3 3/4 in. (7.6 x 9.5 cm),"The Samuel Eilenberg-Jonathan P. Rosen Collection of Indonesian Gold, Bequest of Samuel Eilenberg and Gift of Jonathan P. Rosen, 1998",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/40123,https://www.wikidata.org/wiki/Q116314755,,"Metropolitan Museum of Art, New York, NY",,,
38.158.1a–n,True,True,True,42162,207,Asian Art,1938,Altarpiece,北魏正光五年 鎏金青銅彌勒佛像|Buddha Maitreya (Mile) Altarpiece,China,Northern Wei dynasty (386–534),,,,,,,,,,,,,,,,,dated 524 (5th year of Zhengguang reign),524,524,Gilt bronze,H. 30 1/4 (76.8 cm); W. 16 in. (40.6 cm); D. 9 3/4 in. (24.8 cm),"Rogers Fund, 1938",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/42162,https://www.wikidata.org/wiki/Q29383322,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha|Maitreya,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950|http://vocab.getty.edu/page/ia/901000405,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055|https://www.wikidata.org/wiki/Q193461
19.186,True,True,True,42163,208,Asian Art,1919,Figure,"唐 彩繪塗金夾紵漆阿彌陀佛像|Buddha, probably Amitabha",China,Tang dynasty (618–907),,,,,,,,,,,,,,,,,early 7th century,600,633,Dry lacquer with polychrome pigment and gilding,H. 38 in. (96.5 cm); W. 27 in. (68.6 cm); D. 22 1/2 in. (57.1 cm),"Rogers Fund, 1919",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/42163,https://www.wikidata.org/wiki/Q29383324,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
1992.165.19,True,True,True,42178,207,Asian Art,1992,Figure,西漢 彩繪陶舞俑|Female Dancer,China,Western Han dynasty (206 B.C.–A.D. 9),,,,,,,,,,,,,,,,,2nd century BCE,-199,-100,Earthenware with slip and pigment,H. 21 in. (53.3 cm); W. 9 3/4 in. (24.8 cm); D. 7 in. (17.8 cm),"Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1992",,,,,,,,,,,,Tomb Pottery,,http://www.metmuseum.org/art/collection/search/42178,https://www.wikidata.org/wiki/Q29383327,,"Metropolitan Museum of Art, New York, NY",Women|Dancers,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025653,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q5716684
1974.268.11,True,True,True,42183,207,Asian Art,1974,Dish,唐 葉形鎏金銀盤|Dish in the shape of a leaf,China,Tang dynasty (618–907),,,,,,,,,,,,,,,,,late 7th–early 8th century,667,733,Silver with parcel gilding,L. 5 3/4 in. (14.6 cm),"Purchase, Arthur M. Sackler Gift, 1974",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/42183,https://www.wikidata.org/wiki/Q29383329,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q33971
14.40.377,True,False,True,42229,200,Asian Art,1914,Vase,,China,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",,,,,,,,,,,,,,,,,1713–22,1713,1722,"Porcelain with peach-bloom glaze (Jingdezhen ware)

",H. 7 3/4 in. (19.7 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/42229,https://www.wikidata.org/wiki/Q29383331,,"Metropolitan Museum of Art, New York, NY",,,
1999.90,True,False,True,42641,246,Asian Art,1999,Figure,,Thailand,pre-Angkor period,,,,,,,,,,,,,,,,,8th–early 9th century,700,833,Bronze inlaid with obsidian(?),H. 30 1/2  in. (77.5 cm),"Purchase, Harris Brisbane Dick Fund and Joseph Pulitzer Bequest, 1999",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/42641,https://www.wikidata.org/wiki/Q116374329,,"Metropolitan Museum of Art, New York, NY",Buddhism|Avalokiteshvara|Bodhisattvas,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/ia/901000085|http://vocab.getty.edu/page/aat/300264360,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q193849|https://www.wikidata.org/wiki/Q178149
65.29.2,True,True,True,42716,206,Asian Art,1965,Wall painting,元　廣勝寺　藥師佛法會圖壁畫|Buddha of Medicine Bhaishajyaguru (Yaoshi fo),China,Yuan dynasty (1271–1368),,,,,,,,,,,,,,,,,ca. 1319,1309,1329,Water-based pigment over foundation of clay mixed with straw,H. 24 ft. 8 in. (751.8 cm); W. 49 ft. 7 in. (1511.3 cm),"Gift of Arthur M. Sackler, in honor of his parents, Isaac and Sophie Sackler, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/42716,https://www.wikidata.org/wiki/Q18683181,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha|Medicine|Bodhisattvas,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950|http://vocab.getty.edu/page/aat/300404880|http://vocab.getty.edu/page/aat/300264360,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055|https://www.wikidata.org/wiki/Q55693872|https://www.wikidata.org/wiki/Q178149
25.224a–e,True,True,True,45428,223,Asian Art,1925,Handscrolls,北野天神縁起絵巻|Illustrated Legends of the Kitano Tenjin Shrine (Kitano Tenjin engi emaki),Japan,Kamakura period (1185–1333),,,,,,,,,,,,,,,,,late 13th century,1267,1299,"Set of five handscrolls; ink, color, and cut gold on paper","a: 11 5/16 in. × 22 ft. 7 7/16 in. (28.8 × 689.4 cm)
b: 11 5/16 in. × 25 ft. 3/8 in. (28.8 × 763 cm)
c: 11 5/16 x 274 1/8 in. (28.8 x 696.3 cm)
d: 11 5/16 x 224 15/16 in. (28.8 x 571.4 cm)
e: 11 5/16 x 352 3/16 in. (28.8 x 894.5 cm)","Fletcher Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45428,https://www.wikidata.org/wiki/Q29383344,,"Metropolitan Museum of Art, New York, NY",Men|Mythical Creatures,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300375725,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2239243
"1999.263a, b",True,True,True,50325,233,Asian Art,1999,Finial and chime,금동 용머리 모양 처마 끝 장식과 작은 종 고려|金銅龍頭吐首風鐸  高麗|Rafter finial in the shape of a dragon’s head and wind chime,Korea,early Goryeo dynasty (918–1392),,,,,,,,,,,,,,,,,10th century,900,999,Gilt bronze,"Finial: 11 3/4 in. × 9 in. × 15 1/2 in. (29.8 × 22.9 × 39.4 cm)
Chime: 15 1/4 × 7 1/4 in. (38.7 × 18.4 cm)","Purchase, The Vincent Astor Foundation Gift, 1999 Benefit Fund, and The Rosenkranz Foundation Inc. Gift, 1999",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/50325,https://www.wikidata.org/wiki/Q43376787,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
"13.195.1a, b",True,False,True,50356,204,Asian Art,1913,Ewer,,Korea,Goryeo dynasty (918–1392),,,,,,,,,,,,,,,,,first half of the 13th century,1200,1249,"Stoneware with inlaid decoration under celadon glaze

",H. 9 1/4 in. (23.5 cm); W. 9 7/8 in. (25.1 cm),"Rogers Fund, 1913",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/50356,https://www.wikidata.org/wiki/Q116313617,,"Metropolitan Museum of Art, New York, NY",,,
25.219.4,True,True,True,50444,233,Asian Art,1925,Mirror,동제 사람 궁궐 무늬 꽃 모양 거울   고려|銅製人物殿閣文花形鏡   高麗|Mirror decorated with figures in a landscape,Korea,Goryeo dynasty (918–1392),,,,,,,,,,,,,,,,,,918,1392,Bronze,Diam. 7 in. (17.8 cm),"Fletcher Fund, 1925",,,,,,,,,,,,Mirrors,,http://www.metmuseum.org/art/collection/search/50444,https://www.wikidata.org/wiki/Q116313495,,"Metropolitan Museum of Art, New York, NY",Human Figures|Trees|Pavilions,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300002660,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q276173
1999.261,True,False,True,50780,245,Asian Art,1999,Footed dish,,Central Vietnam,,,,,,,,,,,,,,,,,,ca. 8th century,650,850,Copper alloy,H. 1 1/2 in. (3.8 cm); Diam. 11 1/16 in. (28.1 cm); Wt. est. 4 lbs (1.8 kg),"Purchase, Friends of Asian Art Gifts, 1999",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/50780,https://www.wikidata.org/wiki/Q116313322,,"Metropolitan Museum of Art, New York, NY",Lions|Elephants,http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300250160,https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q7378
66.179,True,True,True,50799,252,Asian Art,1966,Figure,,Nepal (Kathmandu Valley),Malla period,,,,,,,,,,,,,,,,,14th century,1300,1399,"Gilt copper alloy with color, inlaid with semiprecious stones",H. 23 1/4 in. (59.1 cm); H. incl. base 26 in. (66 cm);  W. 10 1/2 in. (26.7 cm); D. 5 in. (12/7 cm); Wt. 23 lbs (10.4 kg),"Louis V. Bell Fund, 1966",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/50799,https://www.wikidata.org/wiki/Q83562570,,"Metropolitan Museum of Art, New York, NY",Lotuses|Buddhism|Deities,http://vocab.getty.edu/page/aat/300375570|http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300343850,https://www.wikidata.org/wiki/Q3645698|https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q178885
1993.387.14,True,False,True,51170,245,Asian Art,1993,FIgure,,Vietnam,,,,,,,,,,,,,,,,,,ca. 7th century,550,750,Gilt bronze,H. 14 3/8 in. (36.5 cm),"Gift of Enid A. Haupt, 1993",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/51170,https://www.wikidata.org/wiki/Q116374262,,"Metropolitan Museum of Art, New York, NY",Buddhism|Avalokiteshvara|Bodhisattvas,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/ia/901000085|http://vocab.getty.edu/page/aat/300264360,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q193849|https://www.wikidata.org/wiki/Q178149
2007.329,True,True,True,59669,228,Asian Art,2007,Hanging scroll,春屋妙葩像 自賛|Portrait of Shun'oku Myōha,Japan,Nanbokuchō period (1336–92),,,,3750,Artist, ,Unidentified artist, ,Japanese,Unidentified artist, ,          ,          ,,,,ca. 1383,1373,1393,"Hanging scroll; ink, color, and gold on silk","Image: 45 5/8 × 20 1/2 in. (115.9 × 52.1 cm)
Overall: 79 × 29 3/4 in. (200.7 × 75.6 cm)
Overall with knobs: 79 × 31 5/8 in. (200.7 × 80.3 cm)","Gift of Sylvan Barnet and William Burto, 2007",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/59669,https://www.wikidata.org/wiki/Q29383362,,"Metropolitan Museum of Art, New York, NY",Poetry|Men|Portraits,http://vocab.getty.edu/page/aat/300055931|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q482|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
2001.344,True,True,True,61429,464,Asian Art,2001,Painting,,"Western India, Rajasthan, Mewar",,,,,1349,Artist, ,Tara,"Indian, active 1836–1870", ,Tara, ,1836      ,1870      ,,,,1845–46,1845,1846,"Opaque watercolor, ink, and gold on paper","Image: 16 3/4 x 22 3/4 in. (42.5 x 57.8 cm)
Sheet: 19 x 24 7/8 in. (48.3 x 63.2 cm)","Cynthia Hazen Polsky and Leon B. Polsky Fund, 2001",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/61429,https://www.wikidata.org/wiki/Q29383366,,"Metropolitan Museum of Art, New York, NY",Tents|Men|Dogs|Horses,http://vocab.getty.edu/page/aat/300005694|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q170544|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q726
2002.131,True,True,True,63532,250,Asian Art,2002,Figure,,Thailand,,,,,,,,,,,,,,,,,,15th century,1400,1450,Bronze,H. 27 in. (68.6 cm); W. 19 1/4 in. (48.9 cm),"Purchase, The J. H. W. Thompson Foundation Gift and Gifts of friends of Jim Thompson, in his memory, 2002",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/63532,https://www.wikidata.org/wiki/Q83562699,,"Metropolitan Museum of Art, New York, NY",Buddha|Buddhism,http://vocab.getty.edu/page/aat/300262950|http://vocab.getty.edu/page/aat/300073738,https://www.wikidata.org/wiki/Q7055|https://www.wikidata.org/wiki/Q748
2003.142,True,False,True,65095,249,Asian Art,2003,Antefix,,Cambodia,Angkor period,,,,,,,,,,,,,,,,,third quarter of the 10th century,951,975,Reddish sandstone,H. 25 in. (63.5 cm); W. 13¼ in. (33.7 cm); D. 9½ in. (24.1 cm),"Gift of The Randall and Barbara Smith Foundation Inc., 2003",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/65095,https://www.wikidata.org/wiki/Q116374212,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
2003.177,True,True,True,65576,243,Asian Art,2003,Ceremonial cloth,,"India, Deccan, Aurangabad (?)",,,,,,,,,,,,,,,,,,late 18th century,1767,1799,Painted and printed gold and silver leaf and opaque watercolor on indigo-dyed cotton,97 5/8 x 103 1/8 in. (248 x 262 cm),"Purchase, Friends of Asian Art Gifts, 2003",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/65576,https://www.wikidata.org/wiki/Q29383372,,"Metropolitan Museum of Art, New York, NY",Cows,http://vocab.getty.edu/page/aat/300250120,https://www.wikidata.org/wiki/Q830
2003.165,True,True,True,65584,464,Asian Art,2003,Folio,,"India (Madhya Pradesh, Malwa)",,,,,,,,,,,,,,,,,,ca. 1630–40,1630,1640,Opaque watercolor and silver on paper,4 1/2 x 8 in. (11.4 x 20.3 cm),"Cynthia Hazen Polsky and Leon B. Polsky Fund, 2003",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/65584,https://www.wikidata.org/wiki/Q78716176,,"Metropolitan Museum of Art, New York, NY",Monkeys|Women|Peacocks|Trees|Krishna,http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/ia/901000876,https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q42891
2010.67,True,False,True,72301,242,Asian Art,2010,Figure,,Sri Lanka. western regions,Divided Kingdoms period,,,,,,,,,,,,,,,,,16th century,1500,1599,Copper alloy with gilding,"19 3/16 × 14 3/16 × 7 7/8 in., 132 lb. (48.7 × 36 × 20 cm, 59.9 kg)","Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Miriam and Ira D. Wallach Foundation Fund; Florence and Herbert Irving, Cynthia Hazen Polsky and Anne H. Bass Gifts, 2010",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/72301,https://www.wikidata.org/wiki/Q116374204,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
2003.593.1,True,True,True,72381,235,Asian Art,2003,Figure,,Pakistan (ancient region of Gandhara),,,,,,,,,,,,,,,,,,1st to mid-2nd century,1,150,Bronze with traces of gold leaf,H. 6 5/8 in. (16.8 cm); W. 4 1/2 in. (11.4 cm); D. 4 in. (10.2 cm),"Gift of Muneichi Nitta, 2003",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/72381,https://www.wikidata.org/wiki/Q83562721,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha|Gandhara,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950|http://vocab.getty.edu/page/aat/300018889,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055|https://www.wikidata.org/wiki/Q213651
2004.259,True,True,True,72498,247,Asian Art,2004,Group,,Indonesia (Java),early Eastern Javanese period,,,,,,,,,,,,,,,,,second half of the 10th century,950,999,Bronze,H. 11 1/2 in. (29.2 cm); W. 8 5/8 in. (21.9 cm); D. 5 in. (12.7 cm),"Purchase, Rogers Fund and Gift of Dr. Mortimer D. Sackler, Theresa Sackler and Family, 2004",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/72498,https://www.wikidata.org/wiki/Q29383374,,"Metropolitan Museum of Art, New York, NY",Avalokiteshvara|Shakyamuni|Vajrapani|Buddha,http://vocab.getty.edu/page/ia/901000085|http://vocab.getty.edu/page/ia/901000851|http://vocab.getty.edu/page/ia/901001387|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q193849|https://www.wikidata.org/wiki/Q9441|https://www.wikidata.org/wiki/Q1366849|https://www.wikidata.org/wiki/Q7055
2009.60,True,True,True,74832,242,Asian Art,2009,Figure,,Sri Lanka (Anuradhapura),late Anuradhapura period (750–850),,,,,,,,,,,,,,,,,late 8th century,767,799,Copper alloy,H. 10 1/2 in. (26.7 cm); W. 11 in. (7.9 cm); D. 4 1/2 in. (11.4 cm),"Purchase, Harris Brisbane Dick Fund, The Vincent Astor Foundation Gift, Acquisitions and 2008 Benefit Funds, and John Stewart Kennedy Fund, by exchange, 2009",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/74832,https://www.wikidata.org/wiki/Q29383376,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
